Location,Workforce,NPS® Breakdown,respid2,NPS_Code,NPSCommentCleaned,NPSCommentLemmatised,NPSCommentPolarity,NPSCommentSubjectivity,OverallCommentCleaned,OverallCommentLemmatised,OverallCommentPolarity,OverallCommentSubjectivity
1492,Precinct,Detractor,6981758,0,thought it shoddy that even though am total tech customer the only way my computer would be looked at is if continuously have more and more money you would not even wipe hard drive without another shoddy,I Thought it shoddy that even though I am a total tech customer The only way My computer would be looked at is if I continuously have more and more money . You would not even wipe hard drive without another 40.00 . Shoddy,0.0154761904761904,0.613095238095238,have decided not to renew total tech additionally have zero plans to buy from best buy again,I have decided not to renew total tech . Additionally I have zero plans to buy from Best Buy again,0.5,0.525
943,Precinct,Detractor,6981366,0,my computer came back more broken than when gave it to them,My computer came back more broken than when i gave it to them,0.0333333333333333,0.3,would like my computer that purchased through bestbuy to actually work and for yall to fix it,I would like my computer that i purchased through bestbuy to actually work . And for yall to fix it.,0.0,0.1
152,Precinct,Detractor,6981224,0,took my laptop in because either the hard drive or the fan was making whining sound the tech that checked me and computer in heard the sound the tech that checked it out said he could not find any issues and returned it to me it was brought home and turned it on only to hear the same whining sound minute after turned on the computer turned it on and off several times over several hours and the issue persisted take it back only to be told it has to be sent off to repair center and now with out computer for to weeks geek squad has done very well in the past but this time not the tech that helped me the first time helped me gain the second time she was very frustrated as well to see me back with with the issue,I took my laptop in because either the hard drive or the fan was making a whining sound . The tech that checked me and computer in heard the sound . The tech that checked it out said he could not find any issues and returned it to me . It was brought home and I turned it on only to hear the same whining sound a minute after I turned on the computer . I turned it on and off several times over several hours and the issue persisted . I take it back only to be told it has to be sent off to a repair center and now with out a computer for 3 to 4 weeks . Geek Squad has done very well in the past but this time NOT! The tech that helped me the first time helped me a gain the second time she was very frustrated as well to see me back with with the issue.,0.0057843137254901,0.3005882352941176,xyxyxz,xyxyxz,0.0,0.0
12,Precinct,Detractor,6980847,0,had to go in times to get my phone fixed made an appt and when went in they have the parts they needed had to push for them to accommodate to call me when they got it in when they called went back in and they said the tech had left even though on the phone was told could go in at that time so had to wait and go in days after when the tech would be back needless to say it was terrible experience am disabled and drive so had to manage to get rides to all of these terrible service,"I had to go in 3 times to get my phone fixed, I made an appt and when I went in they didn ’ t have the parts they needed . I had to push for them to accommodate to call me when they got it in . I when they called I went back in and they said the tech had left even though on the phone I was told I could go in at that time . So I had to wait and go in 2 days after when the tech would be back . Needless to say it was a terrible experience . I am disabled and can ’ t drive so I had to manage to get rides to all of these . Terrible service",-0.3249999999999999,0.4375,the last tech we worked with was very nice but the process was beyond terrible was in disbelief of how crappy parts of it wasthe first tech that checked us in was terrible he was very rude and not at all helpful he really even try to help fix the mistake of the store not having the parts needed the second tech was okay not great all know is that the process was terrible and very bad for disabled person,"The last tech we worked with was very nice but the process was beyond terrible . I was in disbelief of how crappy parts of it was.the first tech that checked us in was terrible he was very rude and not at all helpful . He didn ’ t really even try to help fix the mistake of the store not having the parts needed . The second tech was okay not great . All I know is that the process was terrible and very bad for a disabled person,",-0.2438461538461538,0.5997435897435897
1383,Precinct,Detractor,6980315,0,call was placed for questions the next day and was told to bring my computer back after just getting it the day before the gentleman hung up on me when questions why and that needed to just ask question before brought it back again,A call was placed for questions the next day and I was told to bring my computer back after just getting it the day before . The gentleman hung up on me when I questions why and that I needed to just ask a question before I brought it back again,0.0,0.0,after picking up my product needed to call the next day because my older computer would not work the person spoke with was way off the chart rude and hung up on me during the conversation without cause,After picking up my product I needed to call the next day because my older computer would not work . The person I spoke with was way off the chart rude and hung up on me during the conversation without cause.,-0.0444444444444444,0.3111111111111111
360,Precinct,Detractor,6979901,0,first went in to see if they could get battery for my phone had to have an appointment they gave me an appointment days later but check to make sure they even had the battery wasting my time and gas they had to order one and did diagnostic on it while was there get call days later battery is in get an appointment the next day which was generous of them get there and have to do diagnostic again only to tell me it is running at and apple recommend changing them unless they are or less if the first person ran the diagnostic would have told me that have wasted more time and gas no one person seems completely trained,"I first went in to see if they could get a battery for my phone, I had to have an appointment . They gave me an appointment 2 days later but didn ’ t check to make sure they even had the battery wasting my time and gas . They had to order one, and did a diagnostic on it while I was there . Get a call 5 days later, battery is in, get an appointment the next day which was generous of them . Get there and have to do a diagnostic again, only to tell me it is running at 85% and Apple doesn ’ t recommend changing them unless they are 79% or less . If the first person ran the diagnostic would have told me that I wouldn ’ t have wasted more time and gas . No one person seems completely trained.",0.1121212121212121,0.3202020202020202,need better information concerning apple products and physically check to make sure parts are there before making an appointment,Need better information concerning Apple products and physically check to make sure parts are there before making an appointment.,0.3333333333333333,0.5105820105820106
1503,Precinct,Detractor,6979722,0,both technicians including the supervisor lied to me by telling me that they removed hard drive that was failing made them put it back in and it works just fine and got checked out by dell tech support to confirm same was told that they would move and install windows pro on the new ssd drive that they were to add and they told me that they would not need to wipe the old drive in the computer well they installed windows not pro and they had to do that again they also wiped the old hard drive completely so second neither of them apologized for their incompetence and irresponsibility this leaves me with very little confidence as to the quality of your technicians and how dependable anything they say might be this as gross negligence irresponsibility incompetence and malfeasance wrote down both of their names just do not have the paper with me at the moment call me if you need their names,"Both technicians, including the supervisor lied to me by telling me that they removed a hard drive that was failing . I made them put it back in and it works just fine and got checked out by Dell tech support to confirm same . 2 . I was told that they would move and install Windows 11 Pro on the new SSD drive that they were to add and they told me that they would NOT need to wipe the old drive in the computer . Well, they installed Windows 11 not PRO and they had to do that again . They also wiped the old hard drive completely . So, second lie ..... 3 . Neither of them apologized for their incompetence and irresponsibility . This leaves me with very little confidence as to the quality of your technicians and how dependable anything they say might be . This as gross negligence, irresponsibility, incompetence, and malfeasance . I wrote down both of their names - just do not have the paper with me at the moment . Call me if you need their names . 786-592-1868",-0.0191340488215488,0.291813973063973,see the first box of text this was basically one totally screwed up service experience agents were totally incompetent unable to follow directions requested and then they lied about what was going on claimed hard drive failed which it did not and put on the wrong version of the operating system and did not retain other programs and data on the original drive when they installed operating software on the hard drive that they were given to install,"See the first box of text . This was basically one totally screwed up service experience . Agents were totally incompetent, unable to follow directions requested, and then they lied about what was going on, claimed a hard drive failed (which it did not), and put on the wrong version of the operating system, and did not retain other programs and data on the original drive when they installed operating software on the 2nd hard drive that they were given to install.",-0.1933333333333333,0.5358333333333334
266,Precinct,Detractor,6979118,0,while my iphone screen protector was placed perfect with no bubbles scratches or issues my apple watch screen protector had three unresolving bubbles that caused me to take it off almost immediately after leaving the store,"While my iPhone screen protector was placed perfect with no bubbles, scratches or issues my Apple watch screen protector had three unresolving bubbles that caused me to take it off almost immediately after leaving the store ..",1.0,1.0,xyxyxz,xyxyxz,0.0,0.0
845,Precinct,Detractor,6977887,0,because brought my computer to fix certain problem and they did not fix so all they did was put new hard drive and clean some dust but did not fix the problem wanted to get resolved finally found the problem and fix it myself,"Because I brought my computer to fix a certain problem and they did not fix . So all they did was put a new hard drive and clean some dust, but did not fix the problem I wanted to get resolved . I finally found the problem and fix it myself.",0.0851298701298701,0.6535281385281386,they still need more knowledge to work on computers all can say is the geek was very nice,They still need more knowledge to work on computers . All I can say is the geek was very nice.,0.64,0.75
20,Precinct,Detractor,6977660,0,my laptop was not working correctly and took it in and it was supposed my fixed days later it would not open and was overheating average temp mine was they sent it out and it came back still locked up with temp of it was finally decided would be reimbursed the cost of the old one it took about to decide that even though have the protection plan and the laptop was not two years old appreciate the woman who made the decision to give me the money back,"My laptop was not working correctly and I took it in and it was supposed my fixed . 16 days later it would not open and was overheating . (Average temp 27°C, mine was 44°) They sent it out and it came back still locked up with a temp of 38° . It was finally decided I would be reimbursed the cost of the old one . It took about 45minutes to decide that even though I have the protection plan and the laptop was not two years old . I appreciate the woman who made the decision to give me the money back.",0.0166666666666666,0.2777777777777778,the employees in store did their best but sending the unit out was fruitless and store policies made it difficult for them to make the decision to reimburse me,The employees in store did their best but sending the unit out was fruitless and store policies made it difficult for them to make the decision to reimburse me.,0.25,0.65
1457,Precinct,Detractor,6977237,0,they asked that bring my power cord in with my computer and didnot return it they said they made geeksquad backup file there was file but it was empty lost all our files photos important stuff the empty backup file was confirmed by the advanced internet geeksquad agent who contacted the day brought the computer home because neither of the computers administrators could log in get to the internet or find any files have copy of the agents work and conversation with me as he tried to help me,"They asked that I bring my power cord in with my computer and didnot return it . They said they made a Geeksquad Backup file . There was a file but it was empty . I lost all our files, photos, important stuff . The empty backup file was confirmed by the advanced internet Geeksquad agent who I contacted the day I brought the computer home because neither of the computer's Administrators could log in, get to the internet or find ANY files . I have a copy of the agent's work and conversation with me as he tried to help me.",0.2,0.72,we feel we should be compensated for losing all of our files and the hours spent trying in vain to contact geeksquad in temple and to get our files,We feel we should be compensated for losing all of our files and the 36 hours spent trying in vain to contact Geeksquad in Temple and to get our files,-0.1,0.1
773,Precinct,Detractor,6977202,0,my wife asked if he would install new screen protector and he said he would charge even though we spent several hundred dollars on tablet there very unprofessional on his part,My wife asked if he would install a new screen protector and he said he would charge $15.00 even though we spent several hundred dollars on a tablet there . Very unprofessional on his part.,0.059090909090909,0.2136363636363636,when we made an appointment with the geek squad after the initial purchase of the tablet there was no mention of first time set up fee and transfer of info from old device to new device not impressed,When we made an appointment with the Geek Squad after the initial purchase of the tablet there was no mention of a $100.00 first time set up fee and transfer of info from old device to new device . Not impressed,-0.0027272727272727,0.3975757575757576
192,Precinct,Detractor,6977190,0,they were very courteous and friendly but could not offer temporary solution and later returned my computer that could not be repaired even though the device was only four years old,They were very courteous and friendly but could not offer a temporary solution and later returned my computer that could not be repaired even though the device was only four years old.,0.251,0.54,the heart of the issueproblem was not resolved and had to buy new computer,"The heart of the issue/problem was not resolved, and I had to buy a new computer.",0.1363636363636363,0.4545454545454545
287,Precinct,Detractor,6976537,0,felt all they wanted was my money and really show me what they did said needed to bring my own computer to see what they loaded on the hard drive bought computer store and the repair people did not have computer they could use,Felt all they wanted was my money and didn ’ t really show me what they did . Said I needed to bring my own computer to see what they loaded on the hard drive I bought . It ’ s a computer store and the repair people did not have a computer they could use.,0.1694444444444444,0.5805555555555556,xyxyxz,xyxyxz,0.0,0.0
1109,Precinct,Detractor,6976393,0,because paid to clone the hard drive and they clone it but kept the money also they returned my computer with the drivers modified and now cannot connect my second monitor through hdmi guess have to figure it out on my own because cannot afford other days with the geek squad trying to fix my computer,"Because I paid to clone the hard drive and they couldn ’ t clone it but kept the money . Also, they returned my computer with the drivers modified and now I cannot connect my second monitor through HDMI . I guess I ’ ll have to figure it out on my own because I cannot afford other 5 days with the Geek Squad trying to fix my computer.",0.0458333333333333,0.4791666666666666,the same feedback got charged for something that was never done and my computer was returned with the drivers not displaying hdmi,The same feedback . I got charged for something that was never done and my computer was returned with the drivers not displaying HDMI.,0.0,0.125
523,Precinct,Detractor,6976384,0,talked to the geek squad multiple times before appointment get to the appointment part even been ordered call to complain was told the manger of geek squad would call or gm been days no call yet know if will continue with total tech so far been dismal results,"Talked to the Geek Squad multiple times before appointment, get to the appointment part hadn ’ t even been ordered . Call to complain, was told the manger of Geek Squad would call, or GM . Been 3 days no call yet . Don ’ t know if I will continue with Total Tech, so far been dismal results.",0.0333333333333333,0.5833333333333334,xyxyxz,xyxyxz,0.0,0.0
113,Precinct,Detractor,6975450,0,because my price was changed from month earlier and extremely long wait times even though had an appointment,Because my price was changed from a month earlier and extremely long wait times even though I had an appointment,-0.025,0.45,xyxyxz,xyxyxz,0.0,0.0
269,Precinct,Detractor,6975084,0,my computer is running better but not great after the first team member telling me that needed new hard drive it turned out that most of the problem was piece of software that didnt want didnt intentionall install and didnt use was the root of the problem,"My computer is running better but not great . After the first team member telling me that I needed a new hard drive, it turned out that most of the problem was a piece of software that I didn't want, didn't intentionall install, and didn't use was the root of the problem.",0.1157828282828282,0.5132575757575757,xyxyxz,xyxyxz,0.0,0.0
174,Autotech,Detractor,6974865,0,the store never answered phone calls for me to make sure the backup camera was part of the install when showed up they said that even though they have the camera would have to reschedule,"The store never answered phone calls for me to make sure the backup camera was part of the install . When I showed up they said that even though they have the camera, I would have to reschedule.",0.5,0.8888888888888888,they need to be little flexible if you need to add component,They need to be a little flexible if you need to add a component.,-0.1875,0.5
338,Autotech,Detractor,6974848,0,this is the time that have had speakersamp installed and something on my vehicle was nonfunctional or damaged as result lost such confidence that did not renew my total tech,This is the 2nd time that I have had speakers/amp installed and something on my vehicle was non-functional or damaged as a result . I lost such confidence that I did not renew my total tech,0.0,0.625,tim is honest and very courteous it seems like he is rushing or was just not paying close attention,Tim is honest and very courteous . It seems like he is rushing or was just not paying close attention.,0.69,0.95
896,Precinct,Detractor,6974790,0,my phone was not fixed when came back the next day the service member told me all they would do is reset the phone specifically showed him what samsung was saying to do it did not say to reset the phone he said well our samsung is down asked when will it be back up and he said monday but all we are going to do is reset the phone again showed him the instructions sent by samsung he shrugged and said to come back monday now if touch my phone void the warranty but dont feel confident in geek squads ability to follow the instructions sent by samsung,"My phone was not fixed . When I came back the next day, the service member told me all they would do is reset the phone . I specifically showed him what Samsung was saying to do . It did NOT say to reset the phone . He said ""well our Samsung is down ."" I asked when will it be back up, and he said, ""Monday, but all we are going to do is reset the phone ."" Again, I showed him the instructions sent by Samsung . He shrugged and said to come back Monday . Now, if I touch my phone, I void the warranty . But I don't feel confident in Geek Squad's ability to follow the instructions sent by Samsung.",0.042063492063492,0.1888888888888889,needs knowledgetraining on the product,Needs knowledge/training on the product.,0.0,0.0
497,Precinct,Detractor,6973832,0,they took days after my scheduled pick up day to evaluate and clean my laptop and when got home it was back to windows screen it was not restored to my computer even though they did the back up so went back and they showed me what to do to get everything back on my laptop from the backup when got home to do that found that they had not backed up my photos so now ive lost all of my photos am seriously pissed,"They took 3 days after my scheduled pick up day to evaluate and clean my laptop and when I got home, it was back to a windows screen - it was not restored to ""my"" computer even though they did the back up . So I went back and they showed me what to do to get everything back on my laptop from the backup . When I got home to do that I found that they had not backed up my photos so now I've lost ALL of my photos! I am seriously pissed.",0.0055555555555555,0.2277777777777777,they didnt back up my photos when they did back up so lost everything grrrrr,they didn't back up my photos when they did back up so I lost everything GRRRRR,0.0,0.0
209,Precinct,Detractor,6973743,0,we brought our acer computer to detect and remove virus infection to best buy geek squad at westminster colorado store after six days we got our computer returned with windows system but they removed all the data from the hard drive and forgot to reload them on hard drive now we have lost all our data from the hard drive can geek squad reinstall our data ravi vora,"We brought our Acer computer to detect and remove virus infection to Best Buy Geek Squad at Westminster, Colorado store . After six days we got our computer returned with Windows 10 system but they removed all the data from the hard drive and forgot to reload them on hard drive . Now we have lost all our data from the hard drive . Can Geek Squad reinstall our data? Ravi Vora",0.0312499999999999,0.4812499999999999,geek quad tech service removed all our data from our acer computer hard drive but did not reinstall them back we request them to do so we want an appointment to return our computer to geek squad at best buy westminister colorado store to get our data reinstalled on hard drive on our computer,Geek quad tech service removed all our data from our Acer computer hard drive but did not reinstall them back . We request them to do so . We want an appointment to return our computer to Geek Squad at Best Buy Westminister Colorado store to get our data reinstalled on hard drive on our computer.,0.1041666666666666,0.3458333333333333
600,Precinct,Detractor,6973362,0,left laptop still have not received it back even though manager told me it would be ready today my business has been down for days,"Left laptop 4/18 . Still have not received it back, even though manager told me it would be ready today . My business has been down for days.",0.0111111111111111,0.1972222222222222,xyxyxz,xyxyxz,0.0,0.0
516,Precinct,Detractor,6973212,0,service was incomplete when picked it up and spent hours in the store at pickup having it complete webroot not installed and computer name not done even though it was written on order the documents filed was not ported was told when called it would take two hours when went to drop it off they said three days they never called or texted that it was done had to call them,"Service was incomplete when I picked it up and I spent 2+ hours in the store at pickup having it complete . Webroot not installed and computer name not done even though it was written on order . The Documents filed was not ported . I was told when I called it would take two hours . When I went to drop it off they said three days . They never called or texted that it was done, I had to call them",0.0,0.25,you guys usually provide good service this experience was poor,"You guys usually provide good service, this experience was poor",0.0166666666666666,0.4833333333333334
421,Precinct,Detractor,6972036,0,my laptop would not turn on without the power cord even when battery was the agent said needed new battery questioned that and he reaffirmed bought and overnighted battery and he installed it and went home after he called and said it was fixed picked up the laptop and the same problem existed the new agent said to take it to hp warranty purchased total care still have months on the warranty and you just cost me money because of misdiagnosis then was turned away terrible service,"My laptop would not turn on without the power cord even when battery was 100% . The agent said I needed a new battery . I questioned that and he reaffirmed . I bought and overnighted a battery and he installed it and went home after he called and said it was fixed . I picked up the laptop and the same problem existed . The new agent said to take it to HP Warranty . I purchased Total Care, still have 8 months on the warranty and you just cost me money because Of a misdiagnosis . Then I was turned away . Terrible service!",-0.1045454545454545,0.4973484848484849,best buy and geek squad let me down and cost me an unnecessary purchase of battery when they failed they said horrible service,"Best Buy and Geek Squad let me down and cost me an unnecessary purchase of a battery . When they failed, they said “ sorry ” . Horrible service!",-0.2111111111111111,0.5577777777777777
1017,Precinct,Detractor,6971541,0,in the past the service has been terrible they installed window vista on my xp machine which ruined it then claimed it was vista to start with yes know the difference the tech who preformed the lobotomy on my machine had contact with in another computer store he wiped my hard drive rather than devirusing it because it was easier when mentioned this to the manager they all but called me liar and refused to reinstall xp the machine was to be gift for my father who still uses dos for program writing ruined his birthday number as had told him found new xp machine for him the tech was piece of work and the two managers who took my complaint pretty much guaranteed that will not renew my geek squad service after raising their voices in front of customers at my nerve to suggest thier tech had done anything wrong then telling me that they would not hear anything more on the matter,"In the past the service has been terrible . They installed window vista on my XP machine which ruined it . Then claimed it was vista to start with . (yes I know the difference!!!!). The tech who preformed the lobotomy on my machine I had contact with in another computer store . He wiped my hard drive rather than de-virusing it because ""it was easier"". When I mentioned this to the manager they all but called me a liar and refused to reinstall xp . (The machine was to be a gift for my father who still uses DOS for program writing .) Ruined his birthday, number 84, as I had told him I found a new xp machine for him . The tech was a piece of work and the two managers who took my complaint pretty much guaranteed that I will not renew my geek squad service after raising their voices in front of customers at my ""nerve: to suggest thier tech had done anything wrong then telling me that they would not hear anything more on the matter.",-0.1394781144781144,0.5606902356902358,my last experience was quite good my prior two were quite horrendous have never been treated worse in retail setting in my life only went this time because my geek squad policy was in effect otherwise would have gone somewhere else,My last experience was quite good . My prior two were quite horrendous . I have never been treated worse in a retail setting in my life . Only went this time because my geek squad policy was in effect . Otherwise would have gone somewhere else.,0.0599999999999999,0.4533333333333333
431,Precinct,Detractor,6970467,0,geek squad did not know how to restore my data from an external hard drive when it was finally restored the format was wrong with some files duplicated also there were delays in getting this done,"Geek Squad did not know how to restore my data from an external hard drive . When it was finally restored, the format was wrong with some files duplicated . Also, there were delays in getting this done.",-0.1979166666666666,0.6354166666666666,xyxyxz,xyxyxz,0.0,0.0
