Location,Workforce,NPS® Breakdown,respid2,NPS_Code,NPSCommentCleaned,NPSCommentLemmatised,NPSCommentPolarity,NPSCommentSubjectivity,OverallCommentCleaned,OverallCommentLemmatised,OverallCommentPolarity,OverallCommentSubjectivity
1425,Precinct,Passive,7017115,1,people nice give attention,the people are VERY nice and give their attention,0.78,1.0,they worked with us very well we arent too knowledgeable and they didnt seem to mind however on one of the laptops we cant access favorites and have no sound the other laptop had new hard drive and cant access photos because the password is beond my remembrance will have to revisit for more help,they worked with us very well . we aren't too knowledgeable and they didn't seem to mind . however on one of the laptops we can't access favorites and have no sound . the other laptop had a new hard drive and I can't access photos because the password is beond my remembrance!!!!! will have to revisit for more help,0.0366161616161616,0.4285353535353535
1764,Precinct,Passive,7017005,1,aj helpful resolved many issues new apple watch negative often distracted help advisors issues felt ran time could get complex question needed advice store hit closing time leave next time try get time slot earlier day avoid gary levin,AJ was very helpful and resolved many of my issues with a new Apple watch . My only negative was that he was often distracted to help with other advisors and other customer issues and I felt we ran out of time before I could get into the more complex question I needed to have his advice on . The the store hit closing time and we all had to leave . Next time I will try to get a time slot earlier in the day to avoid this . Gary Levin,0.0442148760330578,0.4367768595041322,overall very good would use the geek squad again for my needs,Overall very good . I would use the Geek Squad again for my needs,0.4549999999999999,0.39
243,Precinct,Passive,7016907,1,helpful,They were very helpful,0.2,0.3,xyxyxz,xyxyxz,0.0,0.0
1458,Precinct,Passive,7016880,1,excellent help pricey,"Excellent help, pricey",1.0,1.0,xyxyxz,xyxyxz,0.0,0.0
115,Precinct,Passive,7016829,1,computer brought failed complete boot sequence receiving technician immediately recommended replacing existing hard drive new ssd analysis performed,Computer was brought in because it failed to complete the boot sequence . Receiving technician immediately recommended replacing existing hard drive with new SSD before any analysis was performed.,-0.1388257575757575,0.4240530303030303,xyxyxz,xyxyxz,0.0,0.0
218,Precinct,Passive,7016731,1,good result,good result,0.7,0.6000000000000001,xyxyxz,xyxyxz,0.0,0.0
1452,Precinct,Passive,7016664,1,purchased computer computer arrived store approximately given set appt told purchasing talking manager would month delivered set home finally went sales department purchase location took desk explained situation telling could wait another month get computer asked pick arranged initial set done local store offered manager would call manager phone always went email finally got email message telling set date better communication offered option curbside pick younger associate offered drove south tamiami trail store computer waiting picked brought back university town ctr store set ready pick next day,"Purchased computer 5-12-22 . Computer arrived at store approximately 5-17-22 . Not given set up appt until 6-21-22 . No one told me when purchasing or when talking to Geek Squad manager that it would take over one month to be delivered and set up at my home . I finally went to the sales department at purchase location, who took me to the Geek Squad Desk . I explained my situation, telling him that I could not wait another month to get my computer . I asked to pick it up . He arranged for me to do it and to have the initial set up done at the local store . The above should have been offered to me by the Geek Squad manager . When I would call the manager, the phone always went to email . I finally got a email message telling me of the 6-21-22 set up date . There should have been better communication and I should have been offered the option of curbside pick up . Once the younger associate offered it to me, I drove to the South Tamiami Trail store where the computer was waiting, picked it up, brought it back to the University Town Ctr store for set up . It was ready for my pick up the next day.",0.0818181818181818,0.3363636363636363,should have been told upfront at time of purchase andor when home delivery date was scheduled know businesses are suffering from covid staffing but never expected home delivery to be over month away if did not return to the sales department of the store would still be waiting,"I should have been told upfront, at time of purchase and/or when home delivery date was scheduled . I know businesses are suffering from Covid staffing, but never expected home delivery to be over a month away . If I did not return to the sales department of the store, I would still be waiting.",0.05,0.4
952,Precinct,Passive,7016637,1,friendly kept informed expect,Very friendly service and kept me informed on what to expect,0.4875,0.65,xyxyxz,xyxyxz,0.0,0.0
1149,Precinct,Passive,7016598,1,friendly helpful,They were friendly and helpful,0.375,0.5,xyxyxz,xyxyxz,0.0,0.0
565,Precinct,Passive,7016450,1,appointment st petersburg fl best buy get laptop checked total tech contract tech jeremy patient quickly checking servicing removing extensions laptop said allowed operate better especially wmore speed provide quickly reschedule employee arizona previously scheduled appointment phone incorrectlater closing time st petersburg fl best buy however since driven pouring rain reach store jeremy gk sq techs kindly stayed help another tech corey even voluntarily insisted giving umbrella reach car downpour store closing left problem concerned requested written report work done laptop provided spot ive gotten years past least emailed later since store closing unfortunately told could get report confirming work done since procedures changed specifically stated could return best buy days pick printout confirming done however stated current total tech procedure permitted email survey shortly visit complete provide feedback work done survey completing long time least years whose contract recently upgraded total tech additional cost upcoming contract renewal july appears paying twice amount less please revise policy procedures returning previous procedure able leave store document hand confirms work completed contract otherwise merely unreliable word mouth received feel free contact discuss matter seriously consider switching another company tech,"On 5/31/22, had appointment at St. Petersburg, FL Best Buy to get my laptop checked under my TOTAL TECH service contract . Geek Squad tech JEREMY was very patient in quickly checking and servicing (""removing extensions"") my laptop which he said allowed it to operate better, especially w/more speed . He had to provide this service quickly, or reschedule me, because the employee (in Arizona) who previously scheduled my appointment by phone, had an incorrect/later closing time for the St. Petersburg, FL Best Buy . However, since I had driven through pouring rain to reach the store, Jeremy and 2 other Gk Sq techs kindly stayed a few over to help me . Another tech, Corey, even voluntarily insisted on GIVING me his umbrella to reach my car in the downpour as the store was closing when I left . The only PROBLEM I was concerned about with the service was that I requested a WRITTEN report of the work done on my laptop to be provided on the spot, as I've gotten for years in the past with Geek Squad, (or at least emailed to me later since the store was closing). Unfortunately, I was told I could NOT get report confirming the work done since the procedures are now changed . Specifically, they stated I could return to Best Buy in a few days and pick up a ""printout"" confirming the service that was done . However, for now they stated that the current Total Tech procedure only permitted them to email me a ""survey"" shortly after my visit for me to complete to provide feedback on the work done . THIS is the survey that I am completing now . As a long time Geek Squad customer (for at least 10-15 years) whose $99/yr contract was recently upgraded to ""Total Tech"" at no additional cost (for upcoming contract renewal at $199/yr in July 2022, it appears I'm now paying twice the amount, but for LESS service . So, PLEASE REVISE YOUR POLICY PROCEDURES by RETURNING to the PREVIOUS PROCEDURE of the customer being able to leave the store with a DOCUMENT in hand which CONFIRMS THE WORK JUST COMPLETED under the contract . Otherwise, it's merely UNRELIABLE ""word of mouth"" as to the service the customer received . Feel free to contact me to discuss this matter further--before I seriously consider SWITCHING to ANOTHER COMPANY for tech service.",0.0752314814814815,0.464351851851852,please please reread my above lengthy statementexplanation and complaint re no written document provided to confirm service provided before customer leaves best buygeek squad store as per previous procedure,"PLEASE, PLEASE reread my above lengthy statement/explanation and complaint re NO WRITTEN DOCUMENT PROVIDED to CONFIRM SERVICE PROVIDED--BEFORE CUSTOMER LEAVES BEST BUY/GEEK SQUAD STORE (as per previous procedure).",0.1333333333333333,0.1916666666666666
860,Precinct,Passive,7016443,1,staff member long hair belong,One staff member (with long hair) does not belong in customer service.,-0.05,0.4,xyxyxz,xyxyxz,0.0,0.0
235,Precinct,Passive,7016435,1,knowledgable always seem busy rushed,they are very knowledgable but always seem to busy and rushed.,0.15,0.3,currently cannot go into my amazon account with edge it gets into my account but everything is corrupted the display is all messed up had to load firefox just to access my account edge works fine on my office computer not sure why its not working on my new personal lap top will have to call geek squad when have few minutes,"I currently cannot go into my Amazon account with Edge . It gets into my account, but everything is corrupted . The display is all messed up . I had to load Firefox just to access my account . Edge works fine on my office computer . Not sure why it's not working on my new personal lap top . Will have to call Geek squad when I have a few minutes.",0.0861471861471861,0.449062049062049
592,Precinct,Passive,7016413,1,went way,He went out of his way,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
528,Precinct,Passive,7016381,1,ted data transfer old ide hard drive successful bit didnt charge,They Ted to data transfer an old ide hard drive but were un successful bit didn't charge me.,0.1861111111111111,0.5638888888888889,they wetenot able to data transfer drive because of hdd failure but it booted up fine before took it in,They wete.not able to data transfer drive because of hdd failure but it booted up fine before I took it in.,0.1999999999999999,0.475
898,Precinct,Passive,7016270,1,fairly easy schedule decent help provided,Fairly easy to schedule . Decent help provided.,0.3,0.75,xyxyxz,xyxyxz,0.0,0.0
583,Autotech,Passive,7016027,1,jason prompt efficient,Jason was Prompt and efficient.,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
51,Precinct,Passive,7015913,1,things mostly explained terminology patient make wait past appointment time,Things we mostly explained in layman ’ s terminology . They were patient and did not make me wait past my appointment time.,0.125,0.375,xyxyxz,xyxyxz,0.0,0.0
327,Precinct,Passive,7015910,1,,because I can,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
664,Precinct,Passive,7015883,1,nice job,did a nice job,0.6,1.0,xyxyxz,xyxyxz,0.0,0.0
1099,Precinct,Passive,7015804,1,person consultation good,The in person consultation was good,0.7,0.6000000000000001,the email updates were done but not all of them we ran out of time,The email updates were done but not all of them . We ran out of time,0.0,0.0
431,Precinct,Passive,7015787,1,liked agent finally helped wait excess minutes retrieve computer already fixed line ahead seemed slow helping customers waiting turn desl,"I liked the agent who finally helped me, but I had to wait in excess of 20 minutes to retrieve a computer that was already fixed . There was no one in line ahead of me and it seemed very slow in helping customers who were waiting for a turn at the desl",0.0774999999999999,0.63,am satisfied with everything except the length of time from check in until was seen by the agent since was only picking up the computer that could have been done in more timely manner especially since there was no one waiting ahead of me,"I am satisfied with everything except the length of time from check in until I was seen by the agent . Since I was only picking up the computer, that could have been done in a more timely manner, especially since there was no one waiting ahead of me.",0.25,0.875
434,Precinct,Passive,7015517,1,good help,good help,0.7,0.6000000000000001,purchased samsung watch in the store but there are no instructions in writing thus it has been necessary to come in for help for even simple operation the people in geek squad have been great,"I purchased a Samsung watch in the store, but there are no instructions in writing . Thus, it has been necessary to come in for help for even a simple operation . The People in Geek squad have been great.",0.2666666666666666,0.7023809523809524
524,Precinct,Passive,7015424,1,helpful could recover lost file,"Geek squad was very helpful, but could not recover my lost file.",0.2,0.3,employees were very courteous and helpful,Employees were very courteous and helpful,0.78,1.0
602,Precinct,Passive,7015422,1,several communications experiences different results need give dates particular,I ’ ve had several communications and experiences each with different results . So you need to give dates of this particular service.,0.0555555555555555,0.3111111111111111,again they had several service dates with varied and different results,Again they had several service dates with varied and different results,0.0,0.3
808,Precinct,Passive,7015374,1,satisfied witrh timeliness,I was satisfied witrh the service and its timeliness,0.5,1.0,xyxyxz,xyxyxz,0.0,0.0
532,Precinct,Passive,7015361,1,part computer tuneup otherwise fine,Had to part with my computer for a tuneup . Otherwise fine.,0.4166666666666667,0.5,xyxyxz,xyxyxz,0.0,0.0
475,Precinct,Passive,7015324,1,charged much wires bracket,Charged to much for wires and bracket,0.2,0.2,charged to much for wires and bracketthink they made thierown prices,Charged to much for wires and bracket .. think they made thierown prices,0.2,0.2
860,Autotech,Passive,7015297,1,fair price work performed,Fair price for the work performed,0.7,0.9,installer kept getting pulled away from my job by other people coming in for advice and pick up appointment took twice as long as it should have,Installer kept getting pulled away from my job by other people coming in for advice and pick up . Appointment took twice as long as it should have,-0.0875,0.3875
445,Precinct,Passive,7015268,1,decent,decent service,0.1666666666666666,0.6666666666666666,wanted more complete explanation of the service what diddid not work how needed to adjust my expectations based on the products and service,"I wanted more complete explanation of the service, what did/did not work, how I needed to adjust my expectations, based on the products and service",0.3,0.45
1031,Precinct,Passive,7015197,1,fixed percent problem,Geek squad can fixed 90 percent of my problem,0.1,0.2,xyxyxz,xyxyxz,0.0,0.0
1044,Precinct,Passive,7015195,1,steve perfect guy job keep,"Because ""Steve"" is a perfect guy for the job . Keep it up man.",1.0,1.0,you guys sent me email and show up in the store they told me it is wrong email so it is little bit frustrating,You guys sent me email and I show up in the store they told me it is wrong email so it is a little bit frustrating.,-0.3625,0.7666666666666666
605,Precinct,Passive,7015182,1,unfortunately attention details poor unit due complications previous dryer previous dryer electrical issues due poor install delivery came deliver unit informed provided new power cable power cable old unit asked call best buy work insinuated purchase another cord asked delivery knew unit replaced said yes asked problem poor instal short power cable causing electrical fire new cable provided reminded driver dryer first badly dented second electrical fire attempt desiccate situation delivery shared issue frustrating asked visit laundry facility times week dry cloths spending new dryer said asked please issue cable shortly afterwards came back shard extra cable extra cable appears used cable another unit dryer installed delivery informed everything working properly asked questions walked dryer asked held power cable installed time looked lost said reminded installed last time cable loosened positive contact ground causing sparks eventually fire said sure dryer came would look itshortly came back guard hand said would install installing guard informed install complete everything looking good left noticed dryer pushed back original position point assumed easier complete install allow gentleman go next delivery,"Unfortunately, the attention to details was poor . This was a “ replacement ” unit due to complications with the previous Dryer . The previous dryer had some electrical issues due to poor install . When the delivery man came into deliver the unit he informed me that they were not provided with a new power cable and that the power cable on the old unit was “ fried ” . He asked me to call Best Buy and work it out or insinuated I should purchase another cord . I asked the delivery man if he knew why this unit was being replaced and he said yes . I then asked why then, if the problem was poor instal and a short on the power cable causing an electrical fire was a new cable not provided . I reminded the driver that this was now the 3rd dryer . The first was badly dented, the second had the electrical fire and now this one . In an attempt to desiccate the situation the delivery man shared with me that this issue was frustrating for them too . I asked if he had to visit a laundry facility 2 times a week to dry cloths after spending $800 on a new dryer? He said no . I asked him to please take care do the issue with the cable . Shortly afterwards he came back and shard that there was an extra cable in his van . The extra cable appears to a used cable off another unit . When the dryer was installed, the delivery man informed me that everything was working properly and asked if I had any questions . As we walked to the dryer I asked if the “ guard ” that held the power cable was installed this time . He looked lost and said no . I reminded him that because this was not installed last time the cable loosened and the positive had come in contact with the ground causing sparks and eventually a fire . He said he was not sure if the dryer came with a “ guard ” but that he would look into it.shortly after he came back with guard in hand and said that he would install . After installing the guard he informed me the install was complete and everything was looking good . As the men left I noticed the dryer was not pushed back into its original position . At this point, I assumed it was easier for me to complete the install allow the gentleman to go on to the next delivery.",-0.0125324675324675,0.3656565656565656,over the past years purchased number of items from best buy these items range from tvs small electronics to larger items like stoves washers and the geek squad has always been benefit to my purchase unfortunately the local squad has proven to be very difficult unable to me the simplest task will think twice before using best buys geek squad for future purchases,"Over the past 20 years I ’ ve purchased a number of items from Best Buy . These items range from TVs, small electronics to larger items like stoves, washers and dryer ’ s . The Geek Squad has always been a benefit to my purchase . Unfortunately, the local squad has proven to be very difficult unable to me the simplest task . I will think twice before using Best Buys Geek Squad for future purchases",-0.0149999999999999,0.4375
18,Precinct,Passive,7014928,1,although short staffed quality questions answered,although short staffed quality service with all questions answered,0.0,0.3,xyxyxz,xyxyxz,0.0,0.0
512,Precinct,Passive,7014720,1,wish easier call speak someone dept store easy process,"Wish it was easier to call and speak to someone in that dept or the store . Once there, very easy process",0.5633333333333334,1.0,xyxyxz,xyxyxz,0.0,0.0
523,Autotech,Passive,7014671,1,told would hours ended,Was told it would take 1.5 to 2 hours and ended up being there for 4.,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
1760,Precinct,Passive,7014634,1,came upgrade desktop bb copy couldnt even download stopped day check things brought desk top got wanted bring large portable hard drive download everything computer didnt bb hard drive use upgrade seems done fine finding everything took three days pain,"I came in to upgrade my desktop to WIN10 . BB did not have a copy of 10 and couldn't even download one for me . I had stopped by the day before to check on things before I brought the desk top in . When I got there, they then wanted be to bring in a large portable hard drive to download everything on the computer . Why didn't BB have a hard drive to use . The upgrade seems to have done fine, but finding where everything was took me three days - what a pain.",0.1095238095238095,0.5023809523809524,xyxyxz,xyxyxz,0.0,0.0
369,Precinct,Passive,7014582,1,good wait times excessive even appointments treated like cattle customers pickups could handled employees unless problem repair occurred freeing technicians actual repair work drop offs handled store employees seem enjoy playing god,"Service was good, wait times were excessive even with appointments, treated more like cattle than customers, pickups could be handled by any employees unless there was a problem in repair occurred, freeing up technicians for actual repair work . Drop offs should be handled by store employees, tech ’ s seem to enjoy playing god!",0.27,0.54,in talking with numerous people since most experiences were frustrating,"In talking with numerous people since, most experiences were frustrating",0.0333333333333333,0.6333333333333333
